Time	[STAT5]	[STAT5p]	[STAT5p2c]	[data1]	[data2]	[frac_v1]	[frac_v2]	[frac_v4]	[STAT5p2n]	[frac_v3]	Values[r4]	Values[D]	Values[smooth_D]	Values[smooth_D_slope]	Values[smooth_D_offset]
55.32	0.738688	0.26195	0.0364035	0.334757	1.07345	0.620746	0.220126	0.0979453	0.0582774	0.0611823	1	1	0.5	2	1.35	0.00544284	6	1.35	1.19	0.00544284	-0.001163	0.06978
55.38	0.740899	0.260949	0.0361515	0.333252	1.07415	0.622604	0.219285	0.0973522	0.0579246	0.0607589	1	1	0.5	2	1.35	0.00537306	6	1.35	1.19	0.00537306	-0.001163	0.06978
55.44	0.743124	0.259939	0.0358984	0.331736	1.07486	0.624474	0.218436	0.0967563	0.05757	0.0603335	1	1	0.5	2	1.35	0.00530328	6	1.35	1.19	0.00530328	-0.001163	0.06978
55.5	0.745364	0.25892	0.0356441	0.330208	1.07557	0.626356	0.21758	0.0961577	0.0572138	0.0599061	1	1	0.5	2	1.35	0.0052335	6	1.35	1.19	0.0052335	-0.001163	0.06978
55.56	0.747618	0.257892	0.0353886	0.32867	1.07629	0.628251	0.216716	0.0955562	0.056856	0.0594766	1	1	0.5	2	1.35	0.00516372	6	1.35	1.19	0.00516372	-0.001163	0.06978
55.62	0.749888	0.256856	0.0351319	0.32712	1.07701	0.630158	0.215845	0.094952	0.0564964	0.0590452	1	1	0.5	2	1.35	0.00509394	6	1.35	1.19	0.00509394	-0.001163	0.06978
55.68	0.752172	0.25581	0.0348739	0.325558	1.07773	0.632077	0.214966	0.0943449	0.0561352	0.0586117	1	1	0.5	2	1.35	0.00502416	6	1.35	1.19	0.00502416	-0.001163	0.06978
55.74	0.754471	0.254755	0.0346148	0.323985	1.07846	0.634009	0.21408	0.0937349	0.0557723	0.0581761	1	1	0.5	2	1.35	0.00495438	6	1.35	1.19	0.00495438	-0.001163	0.06978
55.8	0.756785	0.253691	0.0343544	0.322399	1.07918	0.635954	0.213185	0.0931221	0.0554076	0.0577385	1	1	0.5	2	1.35	0.0048846	6	1.35	1.19	0.0048846	-0.001163	0.06978
55.86	0.759115	0.252617	0.0340928	0.320802	1.07992	0.637912	0.212283	0.0925064	0.0550413	0.0572988	1	1	0.5	2	1.35	0.00481482	6	1.35	1.19	0.00481482	-0.001163	0.06978
55.92	0.761461	0.251533	0.0338299	0.319193	1.08065	0.639883	0.211372	0.0918877	0.0546732	0.056857	1	1	0.5	2	1.35	0.00474504	6	1.35	1.19	0.00474504	-0.001163	0.06978
55.98	0.763822	0.250439	0.0335659	0.317571	1.08139	0.641867	0.210453	0.0912662	0.0543034	0.0564132	1	1	0.5	2	1.35	0.00467526	6	1.35	1.19	0.00467526	-0.001163	0.06978
56.04	0.766199	0.249336	0.0333005	0.315937	1.08214	0.643865	0.209526	0.0906418	0.0539319	0.0559673	1	1	0.5	2	1.35	0.00460548	6	1.35	1.19	0.00460548	-0.001163	0.06978
56.1	0.768593	0.248222	0.0330339	0.31429	1.08288	0.645876	0.20859	0.0900144	0.0535586	0.0555192	1	1	0.5	2	1.35	0.0045357	6	1.35	1.19	0.0045357	-0.001163	0.06978
56.16	0.771002	0.247098	0.0327661	0.312631	1.08363	0.647901	0.207646	0.0893841	0.0531835	0.0550691	1	1	0.5	2	1.35	0.00446592	6	1.35	1.19	0.00446592	-0.001163	0.06978
56.22	0.773429	0.245964	0.032497	0.310958	1.08439	0.64994	0.206692	0.0887507	0.0528067	0.0546168	1	1	0.5	2	1.35	0.00439614	6	1.35	1.19	0.00439614	-0.001163	0.06978
56.28	0.775871	0.244819	0.0322266	0.309272	1.08514	0.651993	0.20573	0.0881145	0.0524281	0.0541624	1	1	0.5	2	1.35	0.00432636	6	1.35	1.19	0.00432636	-0.001163	0.06978
56.34	0.778331	0.243663	0.031955	0.307573	1.0859	0.65406	0.204759	0.0874752	0.0520477	0.0537058	1	1	0.5	2	1.35	0.00425658	6	1.35	1.19	0.00425658	-0.001163	0.06978
56.4	0.780808	0.242497	0.031682	0.305861	1.08667	0.656141	0.203779	0.0868329	0.0516656	0.0532471	1	1	0.5	2	1.35	0.0041868	6	1.35	1.19	0.0041868	-0.001163	0.06978
56.46	0.783302	0.241319	0.0314078	0.304135	1.08744	0.658237	0.202789	0.0861876	0.0512816	0.0527863	1	1	0.5	2	1.35	0.00411702	6	1.35	1.19	0.00411702	-0.001163	0.06978
56.52	0.785814	0.24013	0.0311323	0.302395	1.08821	0.660348	0.20179	0.0855392	0.0508958	0.0523233	1	1	0.5	2	1.35	0.00404724	6	1.35	1.19	0.00404724	-0.001163	0.06978
56.58	0.788343	0.238929	0.0308555	0.30064	1.08898	0.662473	0.200781	0.0848878	0.0505082	0.0518581	1	1	0.5	2	1.35	0.00397746	6	1.35	1.19	0.00397746	-0.001163	0.06978
56.64	0.79089	0.237717	0.0305775	0.298872	1.08976	0.664614	0.199762	0.0842333	0.0501188	0.0513907	1	1	0.5	2	1.35	0.00390768	6	1.35	1.19	0.00390768	-0.001163	0.06978
56.7	0.793456	0.236493	0.0302981	0.297089	1.09054	0.66677	0.198734	0.0835757	0.0497276	0.0509211	1	1	0.5	2	1.35	0.0038379	6	1.35	1.19	0.0038379	-0.001163	0.06978
56.76	0.796039	0.235257	0.0300174	0.295292	1.09133	0.668941	0.197695	0.0829151	0.0493345	0.0504494	1	1	0.5	2	1.35	0.00376812	6	1.35	1.19	0.00376812	-0.001163	0.06978
56.82	0.798642	0.234008	0.0297354	0.293479	1.09212	0.671128	0.196646	0.0822514	0.0489396	0.0499755	1	1	0.5	2	1.35	0.00369834	6	1.35	1.19	0.00369834	-0.001163	0.06978
56.88	0.801263	0.232747	0.0294521	0.291652	1.09291	0.67333	0.195586	0.0815845	0.0485428	0.0494993	1	1	0.5	2	1.35	0.00362856	6	1.35	1.19	0.00362856	-0.001163	0.06978
56.94	0.803903	0.231474	0.0291675	0.289809	1.09371	0.675549	0.194516	0.0809145	0.0481441	0.0490209	1	1	0.5	2	1.35	0.00355878	6	1.35	1.19	0.00355878	-0.001163	0.06978
57	0.806562	0.230187	0.0288815	0.28795	1.09451	0.677783	0.193435	0.0802414	0.0477436	0.0485404	1	1	0.5	2	1.35	0.003489	6	1.35	1.19	0.003489	-0.001163	0.06978
57.06	0.809241	0.228888	0.0285942	0.286076	1.09532	0.680035	0.192343	0.0795651	0.0473412	0.0480576	1	1	0.5	2	1.35	0.00341922	6	1.35	1.19	0.00341922	-0.001163	0.06978
57.12	0.81194	0.227575	0.0283056	0.284186	1.09613	0.682302	0.191239	0.0788856	0.0469369	0.0475725	1	1	0.5	2	1.35	0.00334944	6	1.35	1.19	0.00334944	-0.001163	0.06978
57.18	0.814659	0.226248	0.0280157	0.28228	1.09694	0.684587	0.190125	0.078203	0.0465308	0.0470853	1	1	0.5	2	1.35	0.00327966	6	1.35	1.19	0.00327966	-0.001163	0.06978
57.24	0.817397	0.224908	0.0277245	0.280357	1.09775	0.686889	0.188998	0.0775172	0.0461227	0.0465958	1	1	0.5	2	1.35	0.00320988	6	1.35	1.19	0.00320988	-0.001163	0.06978
57.3	0.820157	0.223554	0.0274319	0.278418	1.09857	0.689207	0.18786	0.0768282	0.0457128	0.046104	1	1	0.5	2	1.35	0.0031401	6	1.35	1.19	0.0031401	-0.001163	0.06978
57.36	0.822937	0.222185	0.027138	0.276461	1.0994	0.691544	0.18671	0.076136	0.0453009	0.04561	1	1	0.5	2	1.35	0.00307032	6	1.35	1.19	0.00307032	-0.001163	0.06978
57.42	0.825738	0.220802	0.0268427	0.274487	1.10023	0.693898	0.185548	0.0754406	0.0448871	0.0451138	1	1	0.5	2	1.35	0.00300054	6	1.35	1.19	0.00300054	-0.001163	0.06978
57.48	0.828561	0.219404	0.0265461	0.272496	1.10106	0.69627	0.184373	0.0747419	0.0444715	0.0446154	1	1	0.5	2	1.35	0.00293076	6	1.35	1.19	0.00293076	-0.001163	0.06978
57.54	0.831405	0.217991	0.0262482	0.270487	1.10189	0.69866	0.183185	0.0740401	0.0440538	0.0441146	1	1	0.5	2	1.35	0.00286098	6	1.35	1.19	0.00286098	-0.001163	0.06978
57.6	0.834272	0.216562	0.025949	0.26846	1.10273	0.701069	0.181985	0.073335	0.0436343	0.0436117	1	1	0.5	2	1.35	0.0027912	6	1.35	1.19	0.0027912	-0.001163	0.06978
57.66	0.83716	0.215118	0.0256484	0.266414	1.10357	0.703496	0.180771	0.0726266	0.0432128	0.0431065	1	1	0.5	2	1.35	0.00272142	6	1.35	1.19	0.00272142	-0.001163	0.06978
57.72	0.840071	0.213657	0.0253464	0.26435	1.10442	0.705942	0.179544	0.071915	0.0427894	0.042599	1	1	0.5	2	1.35	0.00265164	6	1.35	1.19	0.00265164	-0.001163	0.06978
57.78	0.843005	0.212181	0.0250432	0.262267	1.10527	0.708407	0.178303	0.0712001	0.0423641	0.0420893	1	1	0.5	2	1.35	0.00258186	6	1.35	1.19	0.00258186	-0.001163	0.06978
57.84	0.845961	0.210688	0.0247386	0.260165	1.10613	0.710892	0.177049	0.070482	0.0419368	0.0415774	1	1	0.5	2	1.35	0.00251208	6	1.35	1.19	0.00251208	-0.001163	0.06978
57.9	0.848942	0.209178	0.0244326	0.258043	1.10698	0.713396	0.17578	0.0697606	0.0415076	0.0410632	1	1	0.5	2	1.35	0.0024423	6	1.35	1.19	0.0024423	-0.001163	0.06978
57.96	0.851946	0.207651	0.0241254	0.255901	1.10785	0.715921	0.174496	0.069036	0.0410764	0.0405468	1	1	0.5	2	1.35	0.00237252	6	1.35	1.19	0.00237252	-0.001163	0.06978
58.02	0.854974	0.206106	0.0238168	0.253739	1.10871	0.718466	0.173198	0.068308	0.0406433	0.0400282	1	1	0.5	2	1.35	0.00230274	6	1.35	1.19	0.00230274	-0.001163	0.06978
58.08	0.858027	0.204543	0.0235069	0.251557	1.10958	0.721031	0.171885	0.0675768	0.0402082	0.0395074	1	1	0.5	2	1.35	0.00223296	6	1.35	1.19	0.00223296	-0.001163	0.06978
58.14	0.861104	0.202962	0.0231957	0.249353	1.11046	0.723617	0.170556	0.0668424	0.0397712	0.0389843	1	1	0.5	2	1.35	0.00216318	6	1.35	1.19	0.00216318	-0.001163	0.06978
58.2	0.864207	0.201362	0.0228832	0.247129	1.11134	0.726224	0.169212	0.0661046	0.0393322	0.0384591	1	1	0.5	2	1.35	0.0020934	6	1.35	1.19	0.0020934	-0.001163	0.06978
58.26	0.867335	0.199743	0.0225693	0.244882	1.11222	0.728853	0.167852	0.0653636	0.0388913	0.0379316	1	1	0.5	2	1.35	0.00202362	6	1.35	1.19	0.00202362	-0.001163	0.06978
58.32	0.870489	0.198105	0.0222542	0.242614	1.1131	0.731504	0.166475	0.0646193	0.0384485	0.037402	1	1	0.5	2	1.35	0.00195384	6	1.35	1.19	0.00195384	-0.001163	0.06978
58.38	0.87367	0.196447	0.0219378	0.240323	1.11399	0.734176	0.165082	0.0638718	0.0380037	0.0368703	1	1	0.5	2	1.35	0.00188406	6	1.35	1.19	0.00188406	-0.001163	0.06978
58.44	0.876877	0.194769	0.0216201	0.238009	1.11489	0.736871	0.163671	0.063121	0.037557	0.0363363	1	1	0.5	2	1.35	0.00181428	6	1.35	1.19	0.00181428	-0.001163	0.06978
58.5	0.880111	0.19307	0.0213012	0.235672	1.11578	0.739589	0.162244	0.0623669	0.0371083	0.0358003	1	1	0.5	2	1.35	0.0017445	6	1.35	1.19	0.0017445	-0.001163	0.06978
58.56	0.883373	0.19135	0.020981	0.233312	1.11668	0.74233	0.160798	0.0616096	0.0366577	0.0352621	1	1	0.5	2	1.35	0.00167472	6	1.35	1.19	0.00167472	-0.001163	0.06978
58.62	0.886663	0.189608	0.0206595	0.230927	1.11759	0.745095	0.159335	0.0608491	0.0362052	0.0347219	1	1	0.5	2	1.35	0.00160494	6	1.35	1.19	0.00160494	-0.001163	0.06978
58.68	0.889981	0.187844	0.0203368	0.228518	1.1185	0.747883	0.157852	0.0600853	0.0357508	0.0341796	1	1	0.5	2	1.35	0.00153516	6	1.35	1.19	0.00153516	-0.001163	0.06978
58.74	0.893327	0.186058	0.0200129	0.226084	1.11941	0.750695	0.156351	0.0593183	0.0352944	0.0336352	1	1	0.5	2	1.35	0.00146538	6	1.35	1.19	0.00146538	-0.001163	0.06978
58.8	0.896703	0.184249	0.0196878	0.223624	1.12033	0.753532	0.154831	0.0585482	0.0348362	0.0330888	1	1	0.5	2	1.35	0.0013956	6	1.35	1.19	0.0013956	-0.001163	0.06978
58.86	0.900109	0.182416	0.0193616	0.221139	1.12125	0.756394	0.15329	0.0577748	0.034376	0.0325404	1	1	0.5	2	1.35	0.00132582	6	1.35	1.19	0.00132582	-0.001163	0.06978
58.92	0.903545	0.180558	0.0190341	0.218627	1.12217	0.759282	0.15173	0.0569984	0.033914	0.0319901	1	1	0.5	2	1.35	0.00125604	6	1.35	1.19	0.00125604	-0.001163	0.06978
58.98	0.907012	0.178677	0.0187055	0.216088	1.1231	0.762195	0.150148	0.0562188	0.0334502	0.0314379	1	1	0.5	2	1.35	0.00118626	6	1.35	1.19	0.00118626	-0.001163	0.06978
59.04	0.91051	0.17677	0.0183758	0.213521	1.12403	0.765134	0.148546	0.055436	0.0329844	0.0308838	1	1	0.5	2	1.35	0.00111648	6	1.35	1.19	0.00111648	-0.001163	0.06978
59.1	0.914039	0.174837	0.018045	0.210927	1.12497	0.7681	0.146922	0.0546502	0.0325169	0.0303278	1	1	0.5	2	1.35	0.0010467	6	1.35	1.19	0.0010467	-0.001163	0.06978
59.16	0.917601	0.172877	0.0177132	0.208304	1.1259	0.771094	0.145275	0.0538614	0.0320475	0.0297701	1	1	0.5	2	1.35	0.00097692	6	1.35	1.19	0.00097692	-0.001163	0.06978
59.22	0.921196	0.170891	0.0173803	0.205651	1.12685	0.774114	0.143606	0.0530695	0.0315764	0.0292106	1	1	0.5	2	1.35	0.00090714	6	1.35	1.19	0.00090714	-0.001163	0.06978
59.28	0.924824	0.168877	0.0170464	0.202969	1.12779	0.777163	0.141913	0.0522747	0.0311034	0.0286494	1	1	0.5	2	1.35	0.00083736	6	1.35	1.19	0.00083736	-0.001163	0.06978
59.34	0.928486	0.166834	0.0167115	0.200257	1.12874	0.78024	0.140196	0.0514769	0.0306287	0.0280865	1	1	0.5	2	1.35	0.00076758	6	1.35	1.19	0.00076758	-0.001163	0.06978
59.4	0.932182	0.164762	0.0163756	0.197513	1.1297	0.783346	0.138455	0.0506762	0.0301523	0.0275221	1	1	0.5	2	1.35	0.0006978	6	1.35	1.19	0.0006978	-0.001163	0.06978
59.46	0.935914	0.16266	0.0160389	0.194738	1.13065	0.786482	0.136689	0.0498727	0.0296742	0.0269562	1	1	0.5	2	1.35	0.00062802	6	1.35	1.19	0.00062802	-0.001163	0.06978
59.52	0.939681	0.160528	0.0157013	0.19193	1.13161	0.789648	0.134897	0.0490663	0.0291945	0.0263888	1	1	0.5	2	1.35	0.00055824	6	1.35	1.19	0.00055824	-0.001163	0.06978
59.58	0.943484	0.158364	0.0153629	0.18909	1.13257	0.792844	0.133079	0.0482572	0.0287131	0.02582	1	1	0.5	2	1.35	0.00048846	6	1.35	1.19	0.00048846	-0.001163	0.06978
59.64	0.947325	0.156167	0.0150237	0.186215	1.13354	0.796071	0.131233	0.0474455	0.0282301	0.02525	1	1	0.5	2	1.35	0.00041868	6	1.35	1.19	0.00041868	-0.001163	0.06978
59.7	0.951203	0.153938	0.0146838	0.183306	1.13451	0.79933	0.12936	0.0466311	0.0277455	0.0246787	1	1	0.5	2	1.35	0.0003489	6	1.35	1.19	0.0003489	-0.001163	0.06978
59.76	0.95512	0.151675	0.0143433	0.180361	1.13548	0.802622	0.127458	0.0458141	0.0272594	0.0241063	1	1	0.5	2	1.35	0.00027912	6	1.35	1.19	0.00027912	-0.001163	0.06978
59.82	0.959076	0.149376	0.0140021	0.17738	1.13646	0.805946	0.125526	0.0449947	0.0267719	0.0235329	1	1	0.5	2	1.35	0.00020934	6	1.35	1.19	0.00020934	-0.001163	0.06978
59.88	0.963072	0.147042	0.0136604	0.174363	1.13743	0.809304	0.123565	0.0441729	0.0262829	0.0229586	1	1	0.5	2	1.35	0.00013956	6	1.35	1.19	0.00013956	-0.001163	0.06978
59.94	0.967108	0.144671	0.0133182	0.171307	1.13841	0.812696	0.121572	0.0433488	0.0257925	0.0223835	1	1	0.5	2	1.35	6.978e-005	6	1.35	1.19	6.978e-005	-0.001163	0.06978
60	0.971186	0.142261	0.0129756	0.168213	1.1394	0.816122	0.119547	0.0425225	0.0253009	0.0218077	1	1	0.5	2	1.35	0	6	1.35	1.19	0	-0.001163	0.06978
Time	[STAT5]	[STAT5p]	[STAT5p2c]	[data1]	[data2]	[frac_v1]	[frac_v2]	[frac_v4]	[STAT5p2n]	[frac_v3]	Compartments[Cytoplasm].Volume	Compartments[Nucleus].Volume	Values[r1]	Values[r3]	Values[r4]	Values[D]	Values[tao]	Values[r4_0]	Values[v1_0]	Values[smooth_D]	Values[smooth_D_slope]	Values[smooth_D_offset]
0	1.19	0	0	0	1.19	0.77113	0	0	0	0	1	1	3.26263e-006	11527.4	0	1	10.5166	1e-006	1.54319	1	1	1
0.06	1.18999	1.43963e-005	1.83462e-014	1.43963e-005	1.19	0.771121	9.32893e-006	7.86464e-012	6.06831e-012	2.37769e-014	1	1	3.26263e-006	11527.4	0	1.06	10.5166	1e-006	1.54319	1.06	1	1
0.12	1.18997	2.9631e-005	7.82574e-014	2.9631e-005	1.19	0.771111	1.92011e-005	7.11395e-011	5.48909e-011	1.01423e-013	1	1	3.26263e-006	11527.4	0	1.12	10.5166	1e-006	1.54319	1.12	1	1
0.18	1.18995	4.57039e-005	1.82379e-013	4.57039e-005	1.19	0.7711	2.96165e-005	2.10883e-010	1.62716e-010	2.36367e-013	1	1	3.26263e-006	11527.4	0	1.18	10.5166	1e-006	1.54319	1.18	1	1
0.24	1.18994	6.2615e-005	3.41015e-013	6.2615e-005	1.19	0.771089	4.0575e-005	4.76243e-010	3.67467e-010	4.41961e-013	1	1	3.26263e-006	11527.4	0	1.24	10.5166	1e-006	1.54319	1.24	1	1
0.3	1.18992	8.03641e-005	5.61245e-013	8.03641e-005	1.19	0.771078	5.20766e-005	9.22318e-010	7.11656e-010	7.27383e-013	1	1	3.26263e-006	11527.4	0	1.3	10.5166	1e-006	1.54319	1.3	1	1
0.36	1.1899	9.89512e-005	8.49133e-013	9.89512e-005	1.19	0.771066	6.41212e-005	1.59068e-009	1.22736e-009	1.10049e-012	1	1	3.26263e-006	11527.4	0	1.36	10.5166	1e-006	1.54319	1.36	1	1
0.42	1.18988	0.000118376	1.21549e-012	0.000118376	1.19	0.771053	7.67087e-005	2.56268e-009	1.97735e-009	1.5753e-012	1	1	3.26263e-006	11527.4	0	1.42	10.5166	1e-006	1.54319	1.42	1	1
0.48	1.18986	0.000138639	1.66655e-012	0.000138639	1.19	0.77104	8.9839e-005	3.8795e-009	2.9934e-009	2.15987e-012	1	1	3.26263e-006	11527.4	0	1.48	10.5166	1e-006	1.54319	1.48	1	1
0.54	1.18984	0.000159739	2.21236e-012	0.000159739	1.19	0.771026	0.000103512	5.6291e-009	4.34339e-009	2.86725e-012	1	1	3.26263e-006	11527.4	0	1.54	10.5166	1e-006	1.54319	1.54	1	1
0.6	1.18982	0.000181676	2.86133e-012	0.000181676	1.19	0.771012	0.000117728	7.92925e-009	6.11817e-009	3.70834e-012	1	1	3.26263e-006	11527.4	0	1.6	10.5166	1e-006	1.54319	1.6	1	1
0.66	1.1898	0.000204451	3.62439e-012	0.000204451	1.19	0.770997	0.000132486	1.08526e-008	8.37381e-009	4.69727e-012	1	1	3.26263e-006	11527.4	0	1.66	10.5166	1e-006	1.54319	1.66	1	1
0.72	1.18977	0.000228062	4.51105e-012	0.000228062	1.19	0.770982	0.000147786	1.45177e-008	1.12018e-008	5.84639e-012	1	1	3.26263e-006	11527.4	0	1.72	10.5166	1e-006	1.54319	1.72	1	1
0.78	1.18975	0.00025251	5.53061e-012	0.00025251	1.19	0.770966	0.000163629	1.90542e-008	1.47021e-008	7.16776e-012	1	1	3.26263e-006	11527.4	0	1.78	10.5166	1e-006	1.54319	1.78	1	1
0.84	1.18972	0.000277794	6.69312e-012	0.000277794	1.19	0.77095	0.000180013	2.45512e-008	1.89436e-008	8.67439e-012	1	1	3.26263e-006	11527.4	0	1.84	10.5166	1e-006	1.54319	1.84	1	1
0.9	1.1897	0.000303915	8.01136e-012	0.000303915	1.19	0.770933	0.000196939	3.11833e-008	2.40609e-008	1.03829e-011	1	1	3.26263e-006	11527.4	0	1.9	10.5166	1e-006	1.54319	1.9	1	1
0.96	1.18967	0.000330871	9.4957e-012	0.000330871	1.19	0.770915	0.000214407	3.90693e-008	3.01457e-008	1.23066e-011	1	1	3.26263e-006	11527.4	0	1.96	10.5166	1e-006	1.54319	1.96	1	1
1.02	1.18964	0.000358663	1.11571e-011	0.000358663	1.19	0.770897	0.000232417	4.83408e-008	3.72996e-008	1.44597e-011	1	1	3.26263e-006	11527.4	0	2.02	10.5166	1e-006	1.54319	2.02	1	1
1.08	1.18961	0.000387291	1.30101e-011	0.000387291	1.19	0.770879	0.000250968	5.92174e-008	4.56918e-008	1.68613e-011	1	1	3.26263e-006	11527.4	0	2.08	10.5166	1e-006	1.54319	2.08	1	1
1.14	1.18958	0.000416753	1.5066e-011	0.000416753	1.19	0.77086	0.000270059	7.18364e-008	5.54286e-008	1.95258e-011	1	1	3.26263e-006	11527.4	0	2.14	10.5166	1e-006	1.54319	2.14	1	1
1.2	1.18955	0.00044705	1.73375e-011	0.00044705	1.19	0.77084	0.000289692	8.63725e-008	6.66446e-008	2.24697e-011	1	1	3.26263e-006	11527.4	0	2.2	10.5166	1e-006	1.54319	2.2	1	1
1.26	1.18952	0.000478181	1.98373e-011	0.000478181	1.19	0.77082	0.000309865	1.03024e-007	7.94924e-008	2.57094e-011	1	1	3.26263e-006	11527.4	0	2.26	10.5166	1e-006	1.54319	2.26	1	1
1.32	1.18949	0.000510146	2.25766e-011	0.000510146	1.19	0.770799	0.000330579	1.22015e-007	9.41461e-008	2.92597e-011	1	1	3.26263e-006	11527.4	0	2.32	10.5166	1e-006	1.54319	2.32	1	1
1.38	1.18946	0.000542944	2.55702e-011	0.000542944	1.19	0.770778	0.000351832	1.43567e-007	1.10776e-007	3.31394e-011	1	1	3.26263e-006	11527.4	0	2.38	10.5166	1e-006	1.54319	2.38	1	1
1.44	1.18942	0.000576576	2.88319e-011	0.000576576	1.19	0.770756	0.000373626	1.67924e-007	1.29569e-007	3.73666e-011	1	1	3.26263e-006	11527.4	0	2.44	10.5166	1e-006	1.54319	2.44	1	1
1.5	1.18939	0.00061104	3.23789e-011	0.00061104	1.19	0.770734	0.000395959	1.95328e-007	1.50714e-007	4.19636e-011	1	1	3.26263e-006	11527.4	0	2.5	10.5166	1e-006	1.54319	2.5	1	1
1.56	1.18935	0.000646336	3.62281e-011	0.000646336	1.19	0.770711	0.000418831	2.26042e-007	1.74413e-007	4.69522e-011	1	1	3.26263e-006	11527.4	0	2.56	10.5166	1e-006	1.54319	2.56	1	1
1.62	1.18932	0.000682463	4.03954e-011	0.000682463	1.19	0.770687	0.000442242	2.6035e-007	2.00885e-007	5.23531e-011	1	1	3.26263e-006	11527.4	0	2.62	10.5166	1e-006	1.54319	2.62	1	1
1.68	1.18928	0.000719422	4.48976e-011	0.000719422	1.19	0.770663	0.000466191	2.98546e-007	2.30356e-007	5.8188e-011	1	1	3.26263e-006	11527.4	0	2.68	10.5166	1e-006	1.54319	2.68	1	1
1.74	1.18924	0.000757211	4.97386e-011	0.000757211	1.19	0.770639	0.000490679	3.40924e-007	2.63055e-007	6.44621e-011	1	1	3.26263e-006	11527.4	0	2.74	10.5166	1e-006	1.54319	2.74	1	1
1.8	1.1892	0.00079583	5.49377e-011	0.00079583	1.19	0.770614	0.000515704	3.87806e-007	2.99229e-007	7.12002e-011	1	1	3.26263e-006	11527.4	0	2.8	10.5166	1e-006	1.54319	2.8	1	1
1.86	1.18916	0.000835278	6.05088e-011	0.000835278	1.19	0.770588	0.000541267	4.39522e-007	3.39133e-007	7.84204e-011	1	1	3.26263e-006	11527.4	0	2.86	10.5166	1e-006	1.54319	2.86	1	1
1.92	1.18912	0.000875555	6.64749e-011	0.000875555	1.19	0.770562	0.000567367	4.96421e-007	3.83036e-007	8.61526e-011	1	1	3.26263e-006	11527.4	0	2.92	10.5166	1e-006	1.54319	2.92	1	1
1.98	1.18908	0.00091666	7.28663e-011	0.00091666	1.19	0.770535	0.000594003	5.58869e-007	4.31221e-007	9.44359e-011	1	1	3.26263e-006	11527.4	0	2.98	10.5166	1e-006	1.54319	2.98	1	1
2.04	1.18907	0.000931835	7.53259e-011	0.000931836	1.19	0.770525	0.000603837	6.25934e-007	4.82967e-007	9.76237e-011	1	1	3.26263e-006	11527.4	0	0.146984	10.5166	1e-006	1.54319	0.146984	0.0496	0.0458
2.1	1.18907	0.000933805	7.56446e-011	0.000933805	1.19	0.770524	0.000605113	6.93601e-007	5.35179e-007	9.80367e-011	1	1	3.26263e-006	11527.4	0	0.14996	10.5166	1e-006	1.54319	0.14996	0.0496	0.0458
2.16	1.18906	0.000935815	7.59706e-011	0.000935815	1.19	0.770523	0.000606416	7.61557e-007	5.87614e-007	9.84592e-011	1	1	3.26263e-006	11527.4	0	0.152936	10.5166	1e-006	1.54319	0.152936	0.0496	0.0458
2.22	1.18906	0.000937866	7.63041e-011	0.000937866	1.19	0.770521	0.000607745	8.2981e-007	6.40277e-007	9.88913e-011	1	1	3.26263e-006	11527.4	0	0.155912	10.5166	1e-006	1.54319	0.155912	0.0496	0.0458
2.28	1.18906	0.000939959	7.66449e-011	0.000939959	1.19	0.77052	0.000609101	8.98365e-007	6.93174e-007	9.93331e-011	1	1	3.26263e-006	11527.4	0	0.158888	10.5166	1e-006	1.54319	0.158888	0.0496	0.0458
2.34	1.18906	0.000942092	7.69932e-011	0.000942092	1.19	0.770518	0.000610484	9.6723e-007	7.4631e-007	9.97845e-011	1	1	3.26263e-006	11527.4	0	0.161864	10.5166	1e-006	1.54319	0.161864	0.0496	0.0458
2.4	1.18905	0.000944267	7.73491e-011	0.000944267	1.19	0.770517	0.000611893	1.03642e-006	7.99693e-007	1.00246e-010	1	1	3.26263e-006	11527.4	0	0.16484	10.5166	1e-006	1.54319	0.16484	0.0496	0.0458
2.46	1.18905	0.000946483	7.77126e-011	0.000946483	1.19	0.770515	0.000613329	1.10592e-006	8.53322e-007	1.00717e-010	1	1	3.26263e-006	11527.4	0	0.167816	10.5166	1e-006	1.54319	0.167816	0.0496	0.0458
2.52	1.18905	0.000948739	7.80836e-011	0.000948739	1.19	0.770514	0.000614791	1.17575e-006	9.07203e-007	1.01198e-010	1	1	3.26263e-006	11527.4	0	0.170792	10.5166	1e-006	1.54319	0.170792	0.0496	0.0458
2.58	1.18905	0.000951037	7.84622e-011	0.000951037	1.19	0.770512	0.00061628	1.24592e-006	9.61342e-007	1.01688e-010	1	1	3.26263e-006	11527.4	0	0.173768	10.5166	1e-006	1.54319	0.173768	0.0496	0.0458
2.64	1.18904	0.000953376	7.88486e-011	0.000953376	1.19	0.770511	0.000617795	1.31642e-006	1.01574e-006	1.02189e-010	1	1	3.26263e-006	11527.4	0	0.176744	10.5166	1e-006	1.54319	0.176744	0.0496	0.0458
2.7	1.18904	0.000955756	7.92427e-011	0.000955756	1.19	0.770509	0.000619338	1.38728e-006	1.07042e-006	1.027e-010	1	1	3.26263e-006	11527.4	0	0.17972	10.5166	1e-006	1.54319	0.17972	0.0496	0.0458
