Time	[STAT5]	[STAT5p]	[STAT5p2c]	[data1]	[data2]	[frac_v1]	[frac_v2]	[frac_v4]	[STAT5p2n]	[frac_v3]	Values[r4]	Values[D]	Values[smooth_D]	Values[smooth_D_slope]	Values[smooth_D_offset]
0.234	0.000467839	0.826449	0.147276	1.121	1.12147	0.000393142	0.694495	0.0575887	0.0342653	0.247523	1	1	0.5	2	0	1.234	6	1.35	1.19	1.234	1	1
0.235	0.000450829	0.825102	0.147663	1.12043	1.12088	0.000378848	0.693363	0.0580844	0.0345602	0.248174	1	1	0.5	2	0	1.235	6	1.35	1.19	1.235	1	1
0.236	0.000434425	0.823759	0.148047	1.11985	1.12029	0.000365063	0.692235	0.0585814	0.0348559	0.248819	1	1	0.5	2	0	1.236	6	1.35	1.19	1.236	1	1
0.237	0.000418606	0.82242	0.148428	1.11928	1.1197	0.000351769	0.691109	0.0590797	0.0351524	0.249459	1	1	0.5	2	0	1.237	6	1.35	1.19	1.237	1	1
0.238	0.00040335	0.821085	0.148806	1.1187	1.1191	0.000338949	0.689987	0.0595792	0.0354496	0.250095	1	1	0.5	2	0	1.238	6	1.35	1.19	1.238	1	1
0.239	0.000388638	0.819753	0.149181	1.11812	1.1185	0.000326587	0.688868	0.06008	0.0357476	0.250725	1	1	0.5	2	0	1.239	6	1.35	1.19	1.239	1	1
0.24	0.000374452	0.818426	0.149554	1.11753	1.11791	0.000314666	0.687753	0.0605821	0.0360464	0.251351	1	1	0.5	2	0	1.24	6	1.35	1.19	1.24	1	1
0.241	0.000360773	0.817102	0.149923	1.11695	1.11731	0.000303171	0.68664	0.0610854	0.0363458	0.251971	1	1	0.5	2	0	1.241	6	1.35	1.19	1.241	1	1
0.242	0.000347583	0.815782	0.150289	1.11636	1.11671	0.000292087	0.685531	0.06159	0.036646	0.252587	1	1	0.5	2	0	1.242	6	1.35	1.19	1.242	1	1
0.243	0.000334866	0.814466	0.150653	1.11577	1.11611	0.0002814	0.684425	0.0620958	0.036947	0.253198	1	1	0.5	2	0	1.243	6	1.35	1.19	1.243	1	1
0.244	0.000322604	0.813153	0.151013	1.11518	1.1155	0.000271095	0.683322	0.0626028	0.0372487	0.253804	1	1	0.5	2	0	1.244	6	1.35	1.19	1.244	1	1
0.245	0.000310781	0.811845	0.151371	1.11459	1.1149	0.000261161	0.682223	0.063111	0.037551	0.254405	1	1	0.5	2	0	1.245	6	1.35	1.19	1.245	1	1
0.246	0.000299383	0.81054	0.151726	1.11399	1.11429	0.000251582	0.681126	0.0636204	0.0378541	0.255002	1	1	0.5	2	0	1.246	6	1.35	1.19	1.246	1	1
0.247	0.000288394	0.809239	0.152078	1.1134	1.11368	0.000242348	0.680033	0.064131	0.0381579	0.255594	1	1	0.5	2	0	1.247	6	1.35	1.19	1.247	1	1
0.248	0.000277801	0.807942	0.152427	1.1128	1.11308	0.000233446	0.678943	0.0646428	0.0384624	0.256181	1	1	0.5	2	0	1.248	6	1.35	1.19	1.248	1	1
0.249	0.000267588	0.806649	0.152774	1.1122	1.11246	0.000224864	0.677856	0.0651557	0.0387677	0.256763	1	1	0.5	2	0	1.249	6	1.35	1.19	1.249	1	1
0.25	0.000257743	0.80536	0.153118	1.1116	1.11185	0.000216591	0.676773	0.0656698	0.0390735	0.257341	1	1	0.5	2	0	1.25	6	1.35	1.19	1.25	1	1
0.251	0.000248253	0.804074	0.153459	1.11099	1.11124	0.000208616	0.675692	0.0661851	0.0393801	0.257914	1	1	0.5	2	0	1.251	6	1.35	1.19	1.251	1	1
0.252	0.000239105	0.802792	0.153797	1.11039	1.11063	0.000200929	0.674615	0.0667015	0.0396874	0.258482	1	1	0.5	2	0	1.252	6	1.35	1.19	1.252	1	1
0.253	0.000230288	0.801514	0.154132	1.10978	1.11001	0.000193519	0.673541	0.067219	0.0399953	0.259046	1	1	0.5	2	0	1.253	6	1.35	1.19	1.253	1	1
0.254	0.000221788	0.80024	0.154465	1.10917	1.10939	0.000186377	0.67247	0.0677377	0.0403039	0.259606	1	1	0.5	2	0	1.254	6	1.35	1.19	1.254	1	1
0.255	0.000213597	0.798969	0.154795	1.10856	1.10877	0.000179493	0.671403	0.0682574	0.0406132	0.26016	1	1	0.5	2	0	1.255	6	1.35	1.19	1.255	1	1
0.256	0.000205701	0.797702	0.155123	1.10795	1.10815	0.000172858	0.670338	0.0687783	0.0409231	0.260711	1	1	0.5	2	0	1.256	6	1.35	1.19	1.256	1	1
0.257	0.000198092	0.796439	0.155448	1.10733	1.10753	0.000166463	0.669277	0.0693003	0.0412337	0.261256	1	1	0.5	2	0	1.257	6	1.35	1.19	1.257	1	1
0.258	0.000190758	0.79518	0.15577	1.10672	1.10691	0.000160301	0.668219	0.0698233	0.0415449	0.261798	1	1	0.5	2	0	1.258	6	1.35	1.19	1.258	1	1
0.259	0.00018369	0.793925	0.156089	1.1061	1.10629	0.000154361	0.667164	0.0703474	0.0418567	0.262335	1	1	0.5	2	0	1.259	6	1.35	1.19	1.259	1	1
0.26	0.000176879	0.792673	0.156406	1.10548	1.10566	0.000148638	0.666112	0.0708727	0.0421692	0.262867	1	1	0.5	2	0	1.26	6	1.35	1.19	1.26	1	1
0.261	0.000170315	0.791425	0.15672	1.10486	1.10504	0.000143122	0.665063	0.0713989	0.0424824	0.263395	1	1	0.5	2	0	1.261	6	1.35	1.19	1.261	1	1
0.262	0.00016399	0.79018	0.157032	1.10424	1.10441	0.000137807	0.664017	0.0719262	0.0427961	0.263919	1	1	0.5	2	0	1.262	6	1.35	1.19	1.262	1	1
0.263	0.000157895	0.78894	0.157341	1.10362	1.10378	0.000132685	0.662974	0.0724546	0.0431105	0.264438	1	1	0.5	2	0	1.263	6	1.35	1.19	1.263	1	1
0.264	0.000152022	0.787702	0.157647	1.103	1.10315	0.000127749	0.661935	0.072984	0.0434255	0.264953	1	1	0.5	2	0	1.264	6	1.35	1.19	1.264	1	1
0.265	0.000146363	0.786469	0.157951	1.10237	1.10252	0.000122994	0.660898	0.0735144	0.0437411	0.265464	1	1	0.5	2	0	1.265	6	1.35	1.19	1.265	1	1
0.266	0.00014091	0.785239	0.158253	1.10174	1.10189	0.000118412	0.659865	0.0740458	0.0440573	0.265971	1	1	0.5	2	0	1.266	6	1.35	1.19	1.266	1	1
0.267	0.000135657	0.784013	0.158551	1.10112	1.10125	0.000113997	0.658835	0.0745783	0.0443741	0.266473	1	1	0.5	2	0	1.267	6	1.35	1.19	1.267	1	1
0.268	0.000130595	0.782791	0.158848	1.10049	1.10062	0.000109744	0.657808	0.0751117	0.0446915	0.266971	1	1	0.5	2	0	1.268	6	1.35	1.19	1.268	1	1
0.269	0.000125719	0.781572	0.159142	1.09986	1.09998	0.000105646	0.656783	0.0756462	0.0450095	0.267465	1	1	0.5	2	0	1.269	6	1.35	1.19	1.269	1	1
0.27	0.000121021	0.780357	0.159433	1.09922	1.09934	0.000101698	0.655762	0.0761816	0.045328	0.267954	1	1	0.5	2	0	1.27	6	1.35	1.19	1.27	1	1
0.271	0.000116495	0.779146	0.159722	1.09859	1.09871	9.7895e-005	0.654744	0.076718	0.0456472	0.26844	1	1	0.5	2	0	1.271	6	1.35	1.19	1.271	1	1
0.272	0.000112135	0.777938	0.160008	1.09795	1.09807	9.42311e-005	0.653729	0.0772553	0.0459669	0.268921	1	1	0.5	2	0	1.272	6	1.35	1.19	1.272	1	1
0.273	0.000107935	0.776734	0.160292	1.09732	1.09743	9.07016e-005	0.652717	0.0777937	0.0462872	0.269398	1	1	0.5	2	0	1.273	6	1.35	1.19	1.273	1	1
0.274	0.000103889	0.775533	0.160574	1.09668	1.09678	8.73017e-005	0.651708	0.0783329	0.0466081	0.269872	1	1	0.5	2	0	1.274	6	1.35	1.19	1.274	1	1
0.275	9.99918e-005	0.774336	0.160853	1.09604	1.09614	8.40268e-005	0.650702	0.0788731	0.0469295	0.270341	1	1	0.5	2	0	1.275	6	1.35	1.19	1.275	1	1
0.276	9.62379e-005	0.773142	0.161129	1.0954	1.0955	8.08722e-005	0.649699	0.0794143	0.0472515	0.270806	1	1	0.5	2	0	1.276	6	1.35	1.19	1.276	1	1
0.277	9.26222e-005	0.771952	0.161404	1.09476	1.09485	7.78337e-005	0.648699	0.0799564	0.047574	0.271267	1	1	0.5	2	0	1.277	6	1.35	1.19	1.277	1	1
0.278	8.91396e-005	0.770766	0.161676	1.09412	1.09421	7.49072e-005	0.647702	0.0804993	0.0478971	0.271724	1	1	0.5	2	0	1.278	6	1.35	1.19	1.278	1	1
0.279	8.57854e-005	0.769583	0.161945	1.09347	1.09356	7.20885e-005	0.646708	0.0810432	0.0482207	0.272177	1	1	0.5	2	0	1.279	6	1.35	1.19	1.279	1	1
0.28	8.25549e-005	0.768403	0.162212	1.09283	1.09291	6.93738e-005	0.645717	0.0815881	0.0485449	0.272626	1	1	0.5	2	0	1.28	6	1.35	1.19	1.28	1	1
0.281	7.94437e-005	0.767227	0.162477	1.09218	1.09226	6.67594e-005	0.644729	0.0821338	0.0488696	0.273071	1	1	0.5	2	0	1.281	6	1.35	1.19	1.281	1	1
0.282	7.64474e-005	0.766055	0.16274	1.09153	1.09161	6.42415e-005	0.643743	0.0826803	0.0491948	0.273512	1	1	0.5	2	0	1.282	6	1.35	1.19	1.282	1	1
0.283	7.3562e-005	0.764886	0.163	1.09089	1.09096	6.18168e-005	0.642761	0.0832278	0.0495205	0.273949	1	1	0.5	2	0	1.283	6	1.35	1.19	1.283	1	1
0.284	7.07833e-005	0.76372	0.163258	1.09024	1.09031	5.94818e-005	0.641782	0.0837761	0.0498468	0.274383	1	1	0.5	2	0	1.284	6	1.35	1.19	1.284	1	1
0.285	6.81075e-005	0.762558	0.163513	1.08958	1.08965	5.72332e-005	0.640805	0.0843253	0.0501736	0.274812	1	1	0.5	2	0	1.285	6	1.35	1.19	1.285	1	1
0.286	6.5531e-005	0.761399	0.163767	1.08893	1.089	5.5068e-005	0.639831	0.0848754	0.0505008	0.275238	1	1	0.5	2	0	1.286	6	1.35	1.19	1.286	1	1
0.287	6.305e-005	0.760244	0.164018	1.08828	1.08834	5.29832e-005	0.638861	0.0854263	0.0508286	0.27566	1	1	0.5	2	0	1.287	6	1.35	1.19	1.287	1	1
0.288	6.06611e-005	0.759092	0.164267	1.08763	1.08769	5.09757e-005	0.637893	0.085978	0.0511569	0.276078	1	1	0.5	2	0	1.288	6	1.35	1.19	1.288	1	1
0.289	5.8361e-005	0.757944	0.164513	1.08697	1.08703	4.90429e-005	0.636928	0.0865306	0.0514857	0.276493	1	1	0.5	2	0	1.289	6	1.35	1.19	1.289	1	1
0.29	5.61464e-005	0.756799	0.164757	1.08631	1.08637	4.71819e-005	0.635965	0.087084	0.051815	0.276903	1	1	0.5	2	0	1.29	6	1.35	1.19	1.29	1	1
0.291	5.40142e-005	0.755657	0.165	1.08566	1.08571	4.53901e-005	0.635006	0.0876382	0.0521447	0.27731	1	1	0.5	2	0	1.291	6	1.35	1.19	1.291	1	1
0.292	5.19615e-005	0.754519	0.16524	1.085	1.08505	4.36651e-005	0.63405	0.0881932	0.052475	0.277714	1	1	0.5	2	0	1.292	6	1.35	1.19	1.292	1	1
0.293	4.99852e-005	0.753384	0.165477	1.08434	1.08439	4.20044e-005	0.633096	0.088749	0.0528057	0.278113	1	1	0.5	2	0	1.293	6	1.35	1.19	1.293	1	1
0.294	4.80827e-005	0.752253	0.165713	1.08368	1.08373	4.04056e-005	0.632145	0.0893057	0.0531369	0.278509	1	1	0.5	2	0	1.294	6	1.35	1.19	1.294	1	1
0.295	4.62512e-005	0.751124	0.165946	1.08302	1.08306	3.88666e-005	0.631197	0.0898631	0.0534685	0.278901	1	1	0.5	2	0	1.295	6	1.35	1.19	1.295	1	1
0.296	4.44881e-005	0.749999	0.166177	1.08235	1.0824	3.7385e-005	0.630252	0.0904213	0.0538007	0.27929	1	1	0.5	2	0	1.296	6	1.35	1.19	1.296	1	1
0.297	4.2791e-005	0.748878	0.166406	1.08169	1.08173	3.59588e-005	0.629309	0.0909802	0.0541332	0.279675	1	1	0.5	2	0	1.297	6	1.35	1.19	1.297	1	1
0.298	4.11573e-005	0.747759	0.166633	1.08103	1.08107	3.4586e-005	0.628369	0.09154	0.0544663	0.280056	1	1	0.5	2	0	1.298	6	1.35	1.19	1.298	1	1
0.299	3.95849e-005	0.746644	0.166858	1.08036	1.0804	3.32646e-005	0.627432	0.0921005	0.0547998	0.280434	1	1	0.5	2	0	1.299	6	1.35	1.19	1.299	1	1
0.3	3.80714e-005	0.745533	0.167081	1.07969	1.07973	3.19927e-005	0.626498	0.0926617	0.0551337	0.280808	1	1	0.5	2	0	1.3	6	1.35	1.19	1.3	1	1
0.301	3.66146e-005	0.744424	0.167302	1.07903	1.07906	3.07686e-005	0.625566	0.0932237	0.0554681	0.281179	1	1	0.5	2	0	1.301	6	1.35	1.19	1.301	1	1
0.302	3.52125e-005	0.743319	0.16752	1.07836	1.07839	2.95904e-005	0.624638	0.0937864	0.0558029	0.281546	1	1	0.5	2	0	1.302	6	1.35	1.19	1.302	1	1
0.303	3.38631e-005	0.742217	0.167737	1.07769	1.07772	2.84564e-005	0.623712	0.0943499	0.0561382	0.28191	1	1	0.5	2	0	1.303	6	1.35	1.19	1.303	1	1
0.304	3.25645e-005	0.741118	0.167951	1.07702	1.07705	2.73651e-005	0.622788	0.0949141	0.0564739	0.28227	1	1	0.5	2	0	1.304	6	1.35	1.19	1.304	1	1
0.305	3.13147e-005	0.740022	0.168163	1.07635	1.07638	2.63149e-005	0.621867	0.095479	0.05681	0.282627	1	1	0.5	2	0	1.305	6	1.35	1.19	1.305	1	1
0.306	3.0112e-005	0.73893	0.168374	1.07568	1.07571	2.53042e-005	0.620949	0.0960446	0.0571465	0.282981	1	1	0.5	2	0	1.306	6	1.35	1.19	1.306	1	1
0.307	2.89545e-005	0.737841	0.168582	1.075	1.07503	2.43316e-005	0.620034	0.0966109	0.0574835	0.283331	1	1	0.5	2	0	1.307	6	1.35	1.19	1.307	1	1
0.308	2.78408e-005	0.736754	0.168788	1.07433	1.07436	2.33956e-005	0.619121	0.0971779	0.0578208	0.283677	1	1	0.5	2	0	1.308	6	1.35	1.19	1.308	1	1
0.309	2.67691e-005	0.735672	0.168992	1.07366	1.07368	2.2495e-005	0.618211	0.0977456	0.0581586	0.284021	1	1	0.5	2	0	1.309	6	1.35	1.19	1.309	1	1
0.31	2.57378e-005	0.734592	0.169194	1.07298	1.07301	2.16284e-005	0.617304	0.098314	0.0584968	0.28436	1	1	0.5	2	0	1.31	6	1.35	1.19	1.31	1	1
0.311	2.47456e-005	0.733515	0.169395	1.0723	1.07233	2.07946e-005	0.616399	0.098883	0.0588354	0.284697	1	1	0.5	2	0	1.311	6	1.35	1.19	1.311	1	1
0.312	2.37909e-005	0.732441	0.169593	1.07163	1.07165	1.99923e-005	0.615497	0.0994527	0.0591744	0.28503	1	1	0.5	2	0	1.312	6	1.35	1.19	1.312	1	1
0.313	2.28723e-005	0.731371	0.169789	1.07095	1.07097	1.92204e-005	0.614597	0.100023	0.0595138	0.28536	1	1	0.5	2	0	1.313	6	1.35	1.19	1.313	1	1
0.314	2.19886e-005	0.730304	0.169984	1.07027	1.07029	1.84778e-005	0.613701	0.100594	0.0598535	0.285687	1	1	0.5	2	0	1.314	6	1.35	1.19	1.314	1	1
0.315	2.11383e-005	0.729239	0.170176	1.06959	1.06961	1.77633e-005	0.612806	0.101166	0.0601937	0.28601	1	1	0.5	2	0	1.315	6	1.35	1.19	1.315	1	1
0.316	2.03203e-005	0.728178	0.170367	1.06891	1.06893	1.70759e-005	0.611914	0.101738	0.0605342	0.28633	1	1	0.5	2	0	1.316	6	1.35	1.19	1.316	1	1
0.317	1.95334e-005	0.72712	0.170555	1.06823	1.06825	1.64146e-005	0.611025	0.102311	0.0608752	0.286647	1	1	0.5	2	0	1.317	6	1.35	1.19	1.317	1	1
0.318	1.87764e-005	0.726065	0.170742	1.06755	1.06757	1.57785e-005	0.610139	0.102885	0.0612165	0.286961	1	1	0.5	2	0	1.318	6	1.35	1.19	1.318	1	1
0.319	1.80482e-005	0.725013	0.170926	1.06687	1.06688	1.51666e-005	0.609254	0.103459	0.0615581	0.287271	1	1	0.5	2	0	1.319	6	1.35	1.19	1.319	1	1
0.32	1.73477e-005	0.723964	0.171109	1.06618	1.0662	1.45779e-005	0.608373	0.104034	0.0619002	0.287579	1	1	0.5	2	0	1.32	6	1.35	1.19	1.32	1	1
0.321	1.66739e-005	0.722918	0.17129	1.0655	1.06551	1.40117e-005	0.607494	0.104609	0.0622426	0.287883	1	1	0.5	2	0	1.321	6	1.35	1.19	1.321	1	1
0.322	1.60258e-005	0.721875	0.171469	1.06481	1.06483	1.34671e-005	0.606617	0.105185	0.0625853	0.288184	1	1	0.5	2	0	1.322	6	1.35	1.19	1.322	1	1
0.323	1.54024e-005	0.720835	0.171647	1.06413	1.06414	1.29432e-005	0.605743	0.105762	0.0629284	0.288482	1	1	0.5	2	0	1.323	6	1.35	1.19	1.323	1	1
0.324	1.48029e-005	0.719797	0.171822	1.06344	1.06346	1.24394e-005	0.604872	0.106339	0.0632719	0.288776	1	1	0.5	2	0	1.324	6	1.35	1.19	1.324	1	1
0.325	1.42262e-005	0.718763	0.171996	1.06275	1.06277	1.19548e-005	0.604003	0.106917	0.0636157	0.289068	1	1	0.5	2	0	1.325	6	1.35	1.19	1.325	1	1
0.326	1.36716e-005	0.717732	0.172167	1.06207	1.06208	1.14887e-005	0.603136	0.107496	0.0639599	0.289357	1	1	0.5	2	0	1.326	6	1.35	1.19	1.326	1	1
0.327	1.31382e-005	0.716704	0.172337	1.06138	1.06139	1.10405e-005	0.602272	0.108075	0.0643044	0.289642	1	1	0.5	2	0	1.327	6	1.35	1.19	1.327	1	1
0.328	1.26253e-005	0.715678	0.172505	1.06069	1.0607	1.06095e-005	0.60141	0.108654	0.0646492	0.289925	1	1	0.5	2	0	1.328	6	1.35	1.19	1.328	1	1
0.329	1.2132e-005	0.714656	0.172672	1.06	1.06001	1.0195e-005	0.600551	0.109234	0.0649944	0.290204	1	1	0.5	2	0	1.329	6	1.35	1.19	1.329	1	1
0.33	1.16576e-005	0.713636	0.172836	1.05931	1.05932	9.79633e-006	0.599695	0.109815	0.0653399	0.290481	1	1	0.5	2	0	1.33	6	1.35	1.19	1.33	1	1
0.331	1.12015e-005	0.71262	0.172999	1.05862	1.05863	9.41301e-006	0.59884	0.110396	0.0656858	0.290754	1	1	0.5	2	0	1.331	6	1.35	1.19	1.331	1	1
0.332	1.07629e-005	0.711606	0.17316	1.05793	1.05794	9.04442e-006	0.597988	0.110978	0.0660319	0.291025	1	1	0.5	2	0	1.332	6	1.35	1.19	1.332	1	1
0.333	1.03411e-005	0.710595	0.173319	1.05723	1.05724	8.69e-006	0.597139	0.11156	0.0663784	0.291292	1	1	0.5	2	0	1.333	6	1.35	1.19	1.333	1	1
0.334	9.93557e-006	0.709587	0.173476	1.05654	1.05655	8.34922e-006	0.596292	0.112143	0.0667252	0.291557	1	1	0.5	2	0	1.334	6	1.35	1.19	1.334	1	1
0.335	9.54565e-006	0.708582	0.173632	1.05585	1.05586	8.02156e-006	0.595447	0.112727	0.0670723	0.291818	1	1	0.5	2	0	1.335	6	1.35	1.19	1.335	1	1
0.336	9.17077e-006	0.70758	0.173786	1.05515	1.05516	7.70653e-006	0.594605	0.11331	0.0674197	0.292077	1	1	0.5	2	0	1.336	6	1.35	1.19	1.336	1	1
0.337	8.81034e-006	0.70658	0.173938	1.05446	1.05447	7.40364e-006	0.593765	0.113895	0.0677674	0.292333	1	1	0.5	2	0	1.337	6	1.35	1.19	1.337	1	1
0.338	8.46382e-006	0.705583	0.174089	1.05376	1.05377	7.11246e-006	0.592927	0.11448	0.0681155	0.292586	1	1	0.5	2	0	1.338	6	1.35	1.19	1.338	1	1
0.339	8.13069e-006	0.704589	0.174238	1.05306	1.05307	6.83251e-006	0.592092	0.115065	0.0684638	0.292836	1	1	0.5	2	0	1.339	6	1.35	1.19	1.339	1	1
0.34	7.81044e-006	0.703598	0.174385	1.05237	1.05238	6.56339e-006	0.591259	0.115651	0.0688124	0.293083	1	1	0.5	2	0	1.34	6	1.35	1.19	1.34	1	1
0.341	7.50257e-006	0.70261	0.17453	1.05167	1.05168	6.30468e-006	0.590428	0.116238	0.0691613	0.293328	1	1	0.5	2	0	1.341	6	1.35	1.19	1.341	1	1
0.342	7.20662e-006	0.701624	0.174674	1.05097	1.05098	6.05599e-006	0.5896	0.116824	0.0695105	0.293569	1	1	0.5	2	0	1.342	6	1.35	1.19	1.342	1	1
0.343	6.92214e-006	0.700641	0.174816	1.05027	1.05028	5.81693e-006	0.588774	0.117412	0.06986	0.293808	1	1	0.5	2	0	1.343	6	1.35	1.19	1.343	1	1
0.344	6.64869e-006	0.699661	0.174956	1.04957	1.04958	5.58714e-006	0.58795	0.118	0.0702098	0.294044	1	1	0.5	2	0	1.344	6	1.35	1.19	1.344	1	1
0.345	6.38585e-006	0.698684	0.175095	1.04887	1.04888	5.36626e-006	0.587129	0.118588	0.0705599	0.294278	1	1	0.5	2	0	1.345	6	1.35	1.19	1.345	1	1
0.346	6.13322e-006	0.697709	0.175232	1.04817	1.04818	5.15396e-006	0.58631	0.119177	0.0709102	0.294508	1	1	0.5	2	0	1.346	6	1.35	1.19	1.346	1	1
0.347	5.8904e-006	0.696737	0.175368	1.04747	1.04748	4.94991e-006	0.585493	0.119766	0.0712608	0.294736	1	1	0.5	2	0	1.347	6	1.35	1.19	1.347	1	1
0.348	5.65702e-006	0.695768	0.175502	1.04677	1.04678	4.7538e-006	0.584679	0.120356	0.0716117	0.294961	1	1	0.5	2	0	1.348	6	1.35	1.19	1.348	1	1
0.349	5.43272e-006	0.694801	0.175634	1.04607	1.04607	4.56531e-006	0.583866	0.120946	0.0719628	0.295183	1	1	0.5	2	0	1.349	6	1.35	1.19	1.349	1	1
0.35	5.21717e-006	0.693837	0.175765	1.04537	1.04537	4.38417e-006	0.583056	0.121536	0.0723142	0.295403	1	1	0.5	2	0	1.35	6	1.35	1.19	1.35	1	1
0.351	5.01002e-006	0.692876	0.175894	1.04466	1.04467	4.2101e-006	0.582249	0.122127	0.0726658	0.29562	1	1	0.5	2	0	1.351	6	1.35	1.19	1.351	1	1
0.352	4.81095e-006	0.691917	0.176021	1.04396	1.04396	4.04282e-006	0.581443	0.122719	0.0730178	0.295834	1	1	0.5	2	0	1.352	6	1.35	1.19	1.352	1	1
0.353	4.61966e-006	0.690961	0.176147	1.04326	1.04326	3.88207e-006	0.58064	0.123311	0.0733699	0.296046	1	1	0.5	2	0	1.353	6	1.35	1.19	1.353	1	1
0.354	4.43584e-006	0.690008	0.176272	1.04255	1.04256	3.7276e-006	0.579838	0.123903	0.0737223	0.296255	1	1	0.5	2	0	1.354	6	1.35	1.19	1.354	1	1
0.355	4.25922e-006	0.689057	0.176394	1.04185	1.04185	3.57917e-006	0.57904	0.124496	0.074075	0.296461	1	1	0.5	2	0	1.355	6	1.35	1.19	1.355	1	1
0.356	4.0895e-006	0.688109	0.176516	1.04114	1.04114	3.43656e-006	0.578243	0.125089	0.0744279	0.296665	1	1	0.5	2	0	1.356	6	1.35	1.19	1.356	1	1
0.357	3.92643e-006	0.687163	0.176635	1.04043	1.04044	3.29952e-006	0.577448	0.125682	0.0747811	0.296866	1	1	0.5	2	0	1.357	6	1.35	1.19	1.357	1	1
0.358	3.76975e-006	0.68622	0.176753	1.03973	1.03973	3.16786e-006	0.576656	0.126276	0.0751345	0.297065	1	1	0.5	2	0	1.358	6	1.35	1.19	1.358	1	1
0.359	3.61921e-006	0.68528	0.17687	1.03902	1.03902	3.04136e-006	0.575866	0.126871	0.0754881	0.297261	1	1	0.5	2	0	1.359	6	1.35	1.19	1.359	1	1
0.36	3.47458e-006	0.684342	0.176985	1.03831	1.03832	2.91981e-006	0.575078	0.127465	0.0758419	0.297454	1	1	0.5	2	0	1.36	6	1.35	1.19	1.36	1	1
0.361	3.33562e-006	0.683407	0.177099	1.0376	1.03761	2.80304e-006	0.574292	0.128061	0.076196	0.297645	1	1	0.5	2	0	1.361	6	1.35	1.19	1.361	1	1
0.362	3.20213e-006	0.682474	0.177211	1.0369	1.0369	2.69087e-006	0.573508	0.128656	0.0765503	0.297833	1	1	0.5	2	0	1.362	6	1.35	1.19	1.362	1	1
0.363	3.0739e-006	0.681544	0.177321	1.03619	1.03619	2.58311e-006	0.572726	0.129252	0.0769049	0.298019	1	1	0.5	2	0	1.363	6	1.35	1.19	1.363	1	1
0.364	2.95071e-006	0.680617	0.177431	1.03548	1.03548	2.47959e-006	0.571947	0.129848	0.0772596	0.298203	1	1	0.5	2	0	1.364	6	1.35	1.19	1.364	1	1
0.365	2.83238e-006	0.679692	0.177538	1.03477	1.03477	2.38015e-006	0.571169	0.130445	0.0776146	0.298384	1	1	0.5	2	0	1.365	6	1.35	1.19	1.365	1	1
0.366	2.7187e-006	0.678769	0.177644	1.03406	1.03406	2.28462e-006	0.570394	0.131042	0.0779698	0.298562	1	1	0.5	2	0	1.366	6	1.35	1.19	1.366	1	1
0.367	2.60951e-006	0.677849	0.177749	1.03335	1.03335	2.19286e-006	0.569621	0.131639	0.0783252	0.298738	1	1	0.5	2	0	1.367	6	1.35	1.19	1.367	1	1
0.368	2.50461e-006	0.676931	0.177852	1.03264	1.03264	2.10472e-006	0.56885	0.132237	0.0786808	0.298912	1	1	0.5	2	0	1.368	6	1.35	1.19	1.368	1	1
0.369	2.40386e-006	0.676016	0.177954	1.03192	1.03193	2.02005e-006	0.568081	0.132835	0.0790366	0.299083	1	1	0.5	2	0	1.369	6	1.35	1.19	1.369	1	1
0.37	2.3071e-006	0.675103	0.178055	1.03121	1.03121	1.93874e-006	0.567314	0.133433	0.0793926	0.299251	1	1	0.5	2	0	1.37	6	1.35	1.19	1.37	1	1
0.371	2.21417e-006	0.674193	0.178153	1.0305	1.0305	1.86064e-006	0.566549	0.134032	0.0797488	0.299418	1	1	0.5	2	0	1.371	6	1.35	1.19	1.371	1	1
0.372	2.12491e-006	0.673285	0.178251	1.02979	1.02979	1.78564e-006	0.565786	0.134631	0.0801052	0.299582	1	1	0.5	2	0	1.372	6	1.35	1.19	1.372	1	1
0.373	2.0392e-006	0.67238	0.178347	1.02907	1.02908	1.71361e-006	0.565025	0.13523	0.0804618	0.299743	1	1	0.5	2	0	1.373	6	1.35	1.19	1.373	1	1
0.374	1.95688e-006	0.671477	0.178442	1.02836	1.02836	1.64444e-006	0.564267	0.13583	0.0808186	0.299902	1	1	0.5	2	0	1.374	6	1.35	1.19	1.374	1	1
0.375	1.87783e-006	0.670577	0.178535	1.02765	1.02765	1.57801e-006	0.56351	0.13643	0.0811756	0.300059	1	1	0.5	2	0	1.375	6	1.35	1.19	1.375	1	1
0.376	1.80191e-006	0.669679	0.178627	1.02693	1.02693	1.51421e-006	0.562755	0.13703	0.0815327	0.300213	1	1	0.5	2	0	1.376	6	1.35	1.19	1.376	1	1
0.377	1.72901e-006	0.668783	0.178718	1.02622	1.02622	1.45295e-006	0.562003	0.13763	0.0818901	0.300366	1	1	0.5	2	0	1.377	6	1.35	1.19	1.377	1	1
0.378	1.65901e-006	0.66789	0.178807	1.0255	1.0255	1.39413e-006	0.561252	0.138231	0.0822476	0.300515	1	1	0.5	2	0	1.378	6	1.35	1.19	1.378	1	1
0.379	1.5918e-006	0.666999	0.178894	1.02479	1.02479	1.33765e-006	0.560503	0.138832	0.0826053	0.300663	1	1	0.5	2	0	1.379	6	1.35	1.19	1.379	1	1
0.38	1.52727e-006	0.66611	0.178981	1.02407	1.02407	1.28342e-006	0.559757	0.139434	0.0829632	0.300808	1	1	0.5	2	0	1.38	6	1.35	1.19	1.38	1	1
